Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender
CMP372,Furniture Refresh Revolution,Social Media,2023-04-14,2024-09-25,59967.5,14776.4,1730.6,6262.511,18095.616,Iași,55+,Male
CMP373,Design Your Dream Space,Paid Ads,2023-03-06,2024-08-13,60644.1,18970.3,17348.5,7425.328,21689.144,Cluj-Napoca,25-34,Male
CMP374,Sustainable Living Showcase,Email,2022-09-07,2024-02-14,13902.6,2475.2,1125.4,496.111,1977.61,Timișoara,25-34,Male
CMP375,Timeless Trends Transformation,Influencer Marketing,2022-10-17,2024-03-26,35654.1,34770.1,32396.9,6730.147,20251.284,Bucharest,45-54,Male
CMP376,Timeless Trends Transformation,Email,2022-11-23,2024-04-14,19862.8,13883.9,13256.6,4338.06,15705.28,Brașov,25-34,Male
CMP377,Sustainable Living Showcase,Email,2022-11-08,2024-04-05,55165,35694.9,17399.5,2748.135,5714.958,Bucharest,18-24,Female
CMP378,Sustainable Living Showcase,Social Media,2022-08-24,2024-02-05,12097.2,1344.7,440.3,7268.928,18399.44,Timișoara,25-34,Male
CMP379,Timeless Trends Transformation,Email,2023-02-17,2024-07-25,3053.2,1795.2,34,7488.228,19748.237,Brașov,35-44,Male
CMP380,Design Your Dream Space,Paid Ads,2022-10-22,2024-03-30,25850.2,23480.4,2220.2,2640.457,8370.698,Timișoara,25-34,Female
CMP381,Sustainable Living Showcase,Social Media,2023-03-12,2024-08-14,63321.6,62799.7,50027.6,4757.399,15325.959,Cluj-Napoca,18-24,Male
CMP382,Timeless Trends Transformation,Influencer Marketing,2022-09-01,2024-01-26,9071.2,1047.2,649.4,4940.285,13339.169,Cluj-Napoca,45-54,Female
CMP383,Design Your Dream Space,Paid Ads,2023-06-03,2024-11-13,7612.6,3865.8,520.2,1548.428,2159.289,Timișoara,35-44,Male
CMP384,Timeless Trends Transformation,Paid Ads,2022-10-14,2024-03-12,11111.2,5256.4,4435.3,1853.017,2334.066,Timișoara,18-24,Male
CMP385,Timeless Trends Transformation,Paid Ads,2023-01-28,2024-07-05,66058.6,58405.2,170,6335.696,21786.282,Brașov,55+,Male
CMP386,Style Your Home Story,Paid Ads,2023-01-19,2024-06-18,5327.8,2028.1,918,5841.88,19257.124,Iași,55+,Male
CMP387,Design Your Dream Space,Social Media,2023-04-16,2024-09-05,10026.6,2986.9,1640.5,7355.288,23438.597,Bucharest,25-34,Male
CMP388,Furniture Refresh Revolution,Influencer Marketing,2022-09-20,2024-02-21,11597.4,8003.6,6018,5787.259,9043.915,Iași,45-54,Female
CMP389,Timeless Trends Transformation,Influencer Marketing,2023-05-07,2024-10-09,26803.9,13543.9,7357.6,4369.374,13190.079,Timișoara,35-44,Female
CMP390,Style Your Home Story,Social Media,2023-04-14,2024-09-20,17426.7,317.9,66.3,515.695,1487.262,Bucharest,18-24,Female
CMP391,Comfort & Chic Challenge,Social Media,2023-03-05,2024-08-14,55234.7,45106.1,26191.9,4916.774,18088.629,Iași,55+,Male
CMP392,Comfort & Chic Challenge,Email,2022-12-30,2024-05-23,3315,1157.7,659.6,744.141,1667.411,Cluj-Napoca,18-24,Male
CMP393,Style Your Home Story,Email,2023-01-18,2024-06-25,6113.2,693.6,239.7,7303.795,20082.729,Iași,55+,Female
CMP394,Sustainable Living Showcase,Paid Ads,2023-01-15,2024-06-13,61604.6,55040.9,10091.2,1017.161,1686.332,Bucharest,35-44,Male
CMP395,Sustainable Living Showcase,Social Media,2023-04-29,2024-09-27,4635.9,588.2,120.7,2220.795,3378.903,Iași,18-24,Female
CMP396,Timeless Trends Transformation,Email,2022-10-14,2024-03-10,18633.7,1082.9,860.2,4260.149,6545.595,Cluj-Napoca,25-34,Male
CMP397,Style Your Home Story,Influencer Marketing,2022-12-03,2024-04-26,50080.3,34329.8,3748.5,5974.667,21961.841,Cluj-Napoca,45-54,Male
CMP398,Timeless Trends Transformation,Social Media,2023-01-24,2024-06-30,80920,37400,1235.9,5169.955,10882.363,Bucharest,55+,Male
CMP399,Style Your Home Story,Social Media,2023-01-08,2024-06-15,20291.2,13416.4,5128.9,2574.701,3655.102,Iași,25-34,Female
CMP400,Style Your Home Story,Email,2023-03-28,2024-08-29,22844.6,20670.3,6271.3,4584.832,7532.53,Iași,25-34,Male
CMP401,Furniture Refresh Revolution,Influencer Marketing,2022-12-25,2024-05-12,40012.9,33207.8,6228.8,2025.567,4934.403,Cluj-Napoca,35-44,Male
CMP402,Timeless Trends Transformation,Paid Ads,2023-03-01,2024-08-05,43662.8,7728.2,3954.2,3965.76,8565.365,Bucharest,55+,Female
CMP403,Furniture Refresh Revolution,Paid Ads,2023-03-21,2024-08-29,64950.2,49854.2,14929.4,2124.711,7783.688,Bucharest,45-54,Male
CMP404,Sustainable Living Showcase,Influencer Marketing,2023-05-18,2024-10-18,43280.3,30560.9,10393.8,2984.044,10321.754,Cluj-Napoca,55+,Male
CMP405,Design Your Dream Space,Email,2023-03-11,2024-07-28,18589.5,17265.2,1676.2,4694.703,12004.754,Brașov,55+,Female
CMP406,Style Your Home Story,Influencer Marketing,2022-08-21,2024-01-21,51086.7,46620.8,34066.3,2870.297,8727.256,Cluj-Napoca,18-24,Male
CMP407,Style Your Home Story,Email,2023-04-05,2024-09-03,41638.1,19888.3,11065.3,5427.522,19735.266,Bucharest,35-44,Male
CMP408,Comfort & Chic Challenge,Email,2023-01-03,2024-05-29,58877.8,47115.5,32505.7,7605.239,20770.617,Bucharest,35-44,Male
CMP409,Comfort & Chic Challenge,Influencer Marketing,2022-09-12,2024-02-16,69829.2,51957.1,8690.4,2747.03,7308.3,Iași,25-34,Female
CMP410,Timeless Trends Transformation,Paid Ads,2023-05-30,2024-11-04,29333.5,4450.6,3218.1,220.745,339.269,Brașov,45-54,Male
CMP411,Sustainable Living Showcase,Influencer Marketing,2022-10-05,2024-02-18,9837.9,5695,3906.6,7655.168,25386.474,Brașov,55+,Female
CMP412,Timeless Trends Transformation,Paid Ads,2022-09-13,2024-02-21,51309.4,3779.1,2594.2,4999.87,19691.627,Cluj-Napoca,25-34,Female
CMP413,Sustainable Living Showcase,Email,2022-11-18,2024-04-18,75157,27948,11526,3086.979,7944.083,Cluj-Napoca,55+,Male
CMP414,Style Your Home Story,Influencer Marketing,2022-08-23,2024-01-19,41954.3,2694.5,2262.7,8202.415,31823.167,Brașov,45-54,Male
CMP415,Sustainable Living Showcase,Influencer Marketing,2023-05-27,2024-10-09,46826.5,16122.8,11165.6,5239.213,9821.223,Bucharest,18-24,Male
CMP416,Furniture Refresh Revolution,Social Media,2023-02-21,2024-08-02,59443.9,1987.3,1011.5,5584.5,14806.15,Iași,55+,Male
CMP417,Design Your Dream Space,Social Media,2022-09-27,2024-03-06,18077.8,15782.8,5161.2,1483.726,1871.156,Cluj-Napoca,35-44,Male
CMP418,Style Your Home Story,Social Media,2023-01-12,2024-06-19,61725.3,53242.3,2048.5,4766.885,18045.092,Iași,25-34,Male
CMP419,Sustainable Living Showcase,Email,2023-01-26,2024-06-11,32157.2,8874,2541.5,4521.609,17792.013,Timișoara,35-44,Male
CMP420,Sustainable Living Showcase,Email,2023-01-17,2024-06-02,29722.8,2714.9,1705.1,8330.884,22478.437,Cluj-Napoca,35-44,Male
CMP421,Timeless Trends Transformation,Paid Ads,2023-05-12,2024-10-20,12540.9,10363.2,538.9,1626.9,3680.092,Bucharest,55+,Male
CMP422,Furniture Refresh Revolution,Influencer Marketing,2022-12-19,2024-05-04,33151.7,22484.2,4488,8318.185,25835.92,Brașov,45-54,Male
CMP423,Furniture Refresh Revolution,Influencer Marketing,2023-04-07,2024-09-11,73878.6,14939.6,1737.4,4134.06,7500.417,Cluj-Napoca,35-44,Male
CMP424,Style Your Home Story,Paid Ads,2023-04-16,2024-08-31,43452,31468.7,810.9,7311.904,14080.93,Timișoara,18-24,Male
CMP425,Timeless Trends Transformation,Social Media,2023-04-16,2024-09-13,18096.5,17800.7,8613.9,7362.071,25237.044,Brașov,55+,Female
CMP426,Sustainable Living Showcase,Social Media,2022-10-02,2024-02-23,59144.7,35548.7,26531.9,1914.115,3770.447,Brașov,55+,Female
CMP427,Furniture Refresh Revolution,Email,2022-09-03,2024-02-04,47277,23973.4,5880.3,6888.298,11402.036,Brașov,55+,Male
CMP428,Style Your Home Story,Email,2023-02-12,2024-07-18,12903,3728.1,2415.7,3998.91,10447.826,Brașov,25-34,Female
CMP429,Furniture Refresh Revolution,Influencer Marketing,2023-03-31,2024-08-29,20109.3,17219.3,11056.8,1432.437,2804.371,Timișoara,25-34,Female
CMP430,Furniture Refresh Revolution,Social Media,2022-11-19,2024-04-04,78472,69640.5,9758,3366.425,12271.518,Cluj-Napoca,55+,Female
CMP431,Style Your Home Story,Social Media,2023-05-10,2024-09-29,63452.5,50027.6,39083,573.189,1669.944,Bucharest,45-54,Male
CMP432,Style Your Home Story,Influencer Marketing,2022-11-22,2024-04-21,34324.7,16792.6,6725.2,8484.139,33778.303,Bucharest,45-54,Male
CMP433,Design Your Dream Space,Influencer Marketing,2022-11-26,2024-05-04,61699.8,47484.4,16359.1,2994.516,9872.495,Iași,18-24,Male
CMP434,Timeless Trends Transformation,Paid Ads,2022-08-31,2024-01-20,42449,21870.5,447.1,7062.633,10826.654,Bucharest,18-24,Male
CMP435,Furniture Refresh Revolution,Paid Ads,2023-03-15,2024-08-24,44643.7,36662.2,11396.8,8194.238,10861.47,Brașov,35-44,Female
CMP436,Sustainable Living Showcase,Paid Ads,2023-04-12,2024-09-08,6670.8,6305.3,3309.9,1689.001,6461.224,Cluj-Napoca,35-44,Male
CMP437,Sustainable Living Showcase,Email,2023-01-19,2024-06-04,80236.6,68039.1,9304.1,4945.776,17366.792,Iași,55+,Female
CMP438,Timeless Trends Transformation,Social Media,2022-11-07,2024-04-18,27067.4,26542.1,1642.2,6670.477,8543.962,Timișoara,55+,Female
CMP439,Sustainable Living Showcase,Email,2022-10-22,2024-03-29,20626.1,11174.1,3609.1,5297.149,17995.792,Iași,18-24,Male
CMP440,Sustainable Living Showcase,Email,2022-09-10,2024-01-27,35392.3,5683.1,5062.6,6480.162,16754.078,Timișoara,25-34,Female
CMP441,Sustainable Living Showcase,Influencer Marketing,2023-05-08,2024-10-12,59464.3,57738.8,45634.8,972.06,2441.642,Brașov,18-24,Male
CMP442,Timeless Trends Transformation,Paid Ads,2023-05-16,2024-10-27,35356.6,4182,957.1,7986.464,14916.225,Bucharest,18-24,Female
CMP443,Sustainable Living Showcase,Email,2023-01-26,2024-07-06,37831.8,24848.9,7304.9,7330.825,10667.806,Cluj-Napoca,35-44,Female
CMP444,Furniture Refresh Revolution,Influencer Marketing,2022-10-08,2024-03-04,33348.9,23696.3,13829.5,2683.127,10069.372,Iași,55+,Male
CMP445,Sustainable Living Showcase,Social Media,2023-02-13,2024-07-20,73241.1,36798.2,22015,4706.246,15319.091,Bucharest,18-24,Male
CMP446,Furniture Refresh Revolution,Influencer Marketing,2022-11-24,2024-04-21,50530.8,4598.5,2108,5563.743,13622.032,Cluj-Napoca,35-44,Male
CMP447,Design Your Dream Space,Social Media,2023-05-13,2024-09-28,10667.5,8811.1,6075.8,6259.978,13615.759,Cluj-Napoca,18-24,Male
CMP448,Design Your Dream Space,Influencer Marketing,2022-11-26,2024-04-21,7582,445.4,47.6,4305.624,6734.805,Brașov,35-44,Male
CMP449,Design Your Dream Space,Social Media,2022-12-30,2024-06-11,31631.9,23570.5,5868.4,7384.715,23725.523,Brașov,25-34,Female
CMP450,Style Your Home Story,Influencer Marketing,2022-09-10,2024-02-11,27681.1,16921.8,7614.3,4933.689,16889.245,Timișoara,55+,Female
CMP451,Furniture Refresh Revolution,Influencer Marketing,2022-10-24,2024-03-24,72833.1,5343.1,4159.9,670.514,2379.592,Timișoara,55+,Male
CMP452,Design Your Dream Space,Social Media,2022-11-28,2024-04-21,70915.5,24602.4,16388,5465.721,18445.102,Timișoara,55+,Male
CMP453,Design Your Dream Space,Email,2023-05-25,2024-11-04,47243,18547,3678.8,2565.691,8153.166,Timișoara,25-34,Male
CMP454,Style Your Home Story,Influencer Marketing,2022-11-26,2024-05-06,20709.4,19125,9353.4,4479.313,17237.626,Iași,18-24,Male
CMP455,Comfort & Chic Challenge,Paid Ads,2022-12-30,2024-05-29,16342.1,8498.3,5190.1,1666.204,4116.72,Bucharest,45-54,Female
CMP456,Timeless Trends Transformation,Social Media,2022-11-27,2024-05-03,60067.8,4471,3105.9,5570.815,22132.011,Timișoara,18-24,Male
CMP457,Sustainable Living Showcase,Email,2023-05-22,2024-11-02,14710.1,6184.6,639.2,2689.536,7168.764,Bucharest,35-44,Male
CMP458,Furniture Refresh Revolution,Paid Ads,2022-08-21,2024-01-21,58286.2,5761.3,5681.4,3081.437,6402.506,Iași,35-44,Female
CMP459,Design Your Dream Space,Email,2023-04-05,2024-08-25,19111.4,1310.7,1266.5,2668.609,7257.674,Timișoara,45-54,Female
CMP460,Design Your Dream Space,Social Media,2023-01-22,2024-06-13,45711.3,38389.4,7695.9,2105.365,6991.913,Timișoara,45-54,Male
CMP461,Sustainable Living Showcase,Paid Ads,2022-12-22,2024-05-21,34000,21465.9,3119.5,1683.323,6378.91,Timișoara,25-34,Male
CMP462,Comfort & Chic Challenge,Email,2023-01-09,2024-06-19,83007.6,39960.2,31657.4,5889.735,12726.812,Timișoara,18-24,Female
CMP463,Comfort & Chic Challenge,Influencer Marketing,2023-04-08,2024-08-29,62007.5,30763.2,12756.8,2209.592,6964.169,Brașov,25-34,Male
CMP464,Furniture Refresh Revolution,Email,2023-05-04,2024-09-19,44609.7,20763.8,15276.2,4963.626,8014.429,Cluj-Napoca,55+,Female
CMP465,Sustainable Living Showcase,Influencer Marketing,2022-10-19,2024-03-14,83398.6,65305.5,49543.1,5683.372,14846.083,Timișoara,55+,Male
CMP466,Timeless Trends Transformation,Email,2023-05-10,2024-10-03,47984.2,32041.6,2910.4,6806.953,14641.59,Iași,18-24,Male
CMP467,Comfort & Chic Challenge,Influencer Marketing,2022-08-29,2024-01-22,84068.4,57832.3,22057.5,3888.053,8894.026,Brașov,18-24,Female
CMP468,Design Your Dream Space,Email,2022-11-16,2024-04-21,68469.2,29301.2,9423.1,4360.5,14756.289,Brașov,18-24,Male
CMP469,Timeless Trends Transformation,Social Media,2023-05-27,2024-11-05,9907.6,8297.7,7582,1522.741,4014.754,Bucharest,18-24,Male
CMP470,Furniture Refresh Revolution,Social Media,2022-10-09,2024-03-12,15260.9,14244.3,2269.5,897.175,1726.418,Iași,55+,Male
CMP471,Design Your Dream Space,Paid Ads,2023-01-10,2024-06-10,20779.1,3151.8,397.8,3988.744,10660.768,Timișoara,25-34,Female
CMP472,Style Your Home Story,Social Media,2023-03-10,2024-08-06,22803.8,3588.7,2849.2,6524.94,10365.954,Bucharest,45-54,Male
CMP473,Sustainable Living Showcase,Social Media,2023-06-02,2024-10-20,54068.5,7592.2,6585.8,5396.82,18115.965,Iași,25-34,Female
CMP474,Timeless Trends Transformation,Paid Ads,2023-04-11,2024-09-09,54685.6,23567.1,14783.2,4780.077,6093.803,Timișoara,55+,Male
CMP475,Comfort & Chic Challenge,Email,2023-03-26,2024-08-12,2471.8,2043.4,1535.1,1578.161,2139.79,Iași,25-34,Female
CMP476,Sustainable Living Showcase,Influencer Marketing,2023-01-15,2024-06-01,61846,24434.1,9594.8,7561.957,22426.196,Iași,55+,Female
CMP477,Design Your Dream Space,Social Media,2023-03-22,2024-08-30,39276.8,16496.8,3167.1,4624.731,10618.319,Cluj-Napoca,55+,Female
CMP478,Timeless Trends Transformation,Influencer Marketing,2023-05-19,2024-10-24,63479.7,10167.7,6196.5,4781.335,6551.902,Timișoara,25-34,Female
CMP479,Sustainable Living Showcase,Paid Ads,2023-04-28,2024-09-10,8671.7,3767.2,2408.9,3738.453,8161.666,Bucharest,18-24,Male
CMP480,Sustainable Living Showcase,Social Media,2022-12-07,2024-04-30,30450.4,23968.3,4923.2,8325.648,26356.205,Iași,35-44,Female
CMP481,Style Your Home Story,Influencer Marketing,2022-10-17,2024-03-06,69813.9,39936.4,20313.3,7928.392,9625.264,Brașov,18-24,Male
CMP482,Design Your Dream Space,Paid Ads,2022-10-25,2024-03-25,43236.1,26120.5,25574.8,4162.841,15222.871,Timișoara,35-44,Male
CMP483,Furniture Refresh Revolution,Influencer Marketing,2022-08-25,2024-01-31,70434.4,14781.5,3930.4,6423.45,11847.011,Bucharest,18-24,Female
CMP484,Comfort & Chic Challenge,Paid Ads,2022-09-14,2024-02-16,24296.4,23308.7,9931.4,2254.013,5188.961,Iași,55+,Male
CMP485,Sustainable Living Showcase,Influencer Marketing,2023-06-04,2024-10-25,6902,6317.2,306,3428.985,7671.148,Iași,25-34,Male
CMP486,Comfort & Chic Challenge,Paid Ads,2022-12-15,2024-05-10,73445.1,37648.2,11706.2,4905.571,13032.098,Timișoara,35-44,Male
CMP487,Style Your Home Story,Paid Ads,2023-03-18,2024-08-15,48239.2,7952.6,720.8,1606.228,3412.036,Brașov,45-54,Male
CMP488,Comfort & Chic Challenge,Social Media,2023-05-11,2024-10-15,68263.5,15184.4,7121.3,3869.472,12298.293,Iași,55+,Male
CMP489,Timeless Trends Transformation,Paid Ads,2023-03-20,2024-08-20,28318.6,16246.9,328.1,338.249,929.186,Bucharest,45-54,Male
CMP490,Furniture Refresh Revolution,Social Media,2022-12-03,2024-04-20,2601,1130.5,889.1,7937.436,13195.961,Brașov,35-44,Male
CMP491,Timeless Trends Transformation,Email,2023-01-27,2024-06-29,20337.1,7488.5,674.9,5802.032,9575.556,Iași,18-24,Male
CMP492,Design Your Dream Space,Paid Ads,2023-03-11,2024-08-12,30950.2,7876.1,2089.3,5949.677,18282.463,Timișoara,45-54,Male
CMP493,Style Your Home Story,Social Media,2022-12-21,2024-05-22,37264,776.9,147.9,1440.631,4056.88,Brașov,25-34,Male
CMP494,Comfort & Chic Challenge,Social Media,2023-03-28,2024-09-05,70221.9,6539.9,994.5,6335.169,8581.549,Cluj-Napoca,35-44,Male
CMP495,Comfort & Chic Challenge,Email,2023-05-20,2024-10-12,39608.3,34926.5,10211.9,6120.748,7508.781,Bucharest,45-54,Male
CMP496,Timeless Trends Transformation,Social Media,2023-03-13,2024-08-16,51953.7,34015.3,737.8,3176.739,10544.301,Cluj-Napoca,18-24,Male
CMP497,Sustainable Living Showcase,Influencer Marketing,2022-08-28,2024-01-24,78353,47487.8,3253.8,6371.226,12329.947,Bucharest,25-34,Male
CMP498,Comfort & Chic Challenge,Paid Ads,2023-03-05,2024-07-31,69667.7,11847.3,8576.5,8181.063,22927.492,Iași,18-24,Female
CMP499,Style Your Home Story,Paid Ads,2022-11-10,2024-04-11,39076.2,17612,5276.8,919.326,1373.532,Brașov,25-34,Female
CMP500,Furniture Refresh Revolution,Influencer Marketing,2023-04-22,2024-09-28,76177,27733.8,8282.4,900.439,2525.333,Bucharest,25-34,Male
CMP501,Furniture Refresh Revolution,Email,2022-09-17,2024-02-11,63274,31162.7,24318.5,8163.553,19516.867,Bucharest,35-44,Female
CMP502,Design Your Dream Space,Social Media,2023-03-08,2024-08-02,39485.9,608.6,419.9,3220.259,9814.933,Cluj-Napoca,45-54,Female
CMP503,Design Your Dream Space,Paid Ads,2022-10-23,2024-04-02,58599,2815.2,659.6,2463.878,8094.448,Cluj-Napoca,55+,Male
CMP504,Style Your Home Story,Social Media,2022-10-08,2024-02-25,20024.3,3762.1,634.1,7685.972,24643.965,Iași,25-34,Female
CMP505,Style Your Home Story,Social Media,2023-04-13,2024-08-30,57584.1,54445.9,18081.2,3998.06,6154.595,Iași,25-34,Male
CMP506,Design Your Dream Space,Influencer Marketing,2022-10-30,2024-03-31,22253,9593.1,2033.2,1532.567,2048.449,Cluj-Napoca,18-24,Female
CMP507,Comfort & Chic Challenge,Email,2023-03-09,2024-07-29,50631.1,26865.1,26353.4,1910.001,2303.313,Brașov,55+,Male
CMP508,Furniture Refresh Revolution,Email,2023-06-07,2024-11-15,52419.5,33411.8,9657.7,7899.713,11208.474,Cluj-Napoca,45-54,Female
CMP509,Style Your Home Story,Paid Ads,2023-04-25,2024-09-22,79070.4,16598.8,6318.9,1530.816,3516.62,Cluj-Napoca,55+,Female
CMP510,Furniture Refresh Revolution,Paid Ads,2023-06-07,2024-10-27,54602.3,17715.7,1307.3,8078.145,10200.153,Cluj-Napoca,45-54,Male
CMP511,Comfort & Chic Challenge,Paid Ads,2022-11-14,2024-04-01,74672.5,6114.9,25.5,4412.928,9207.591,Timișoara,25-34,Male
CMP512,Sustainable Living Showcase,Email,2023-06-09,2024-11-14,40436.2,33371,14796.8,6073.199,17509.626,Bucharest,18-24,Female
CMP513,Style Your Home Story,Paid Ads,2023-05-04,2024-10-01,21018.8,10446.5,2980.1,4568.393,15695.709,Iași,45-54,Female
CMP514,Design Your Dream Space,Influencer Marketing,2023-01-11,2024-06-12,31118.5,25795.8,14244.3,3307.996,5116.728,Iași,25-34,Female
CMP515,Sustainable Living Showcase,Social Media,2023-05-16,2024-10-26,20874.3,8493.2,5841.2,6480.145,23223.428,Iași,25-34,Male
CMP516,Timeless Trends Transformation,Social Media,2023-03-22,2024-08-07,11616.1,9258.2,1130.5,3028.023,9020.727,Cluj-Napoca,35-44,Male
CMP517,Design Your Dream Space,Influencer Marketing,2023-05-24,2024-10-12,34878.9,23548.4,11369.6,4536.314,5722.812,Timișoara,35-44,Male
CMP518,Sustainable Living Showcase,Social Media,2022-10-17,2024-03-21,54158.6,29875.8,12704.1,6440.552,18085.059,Iași,18-24,Female
CMP519,Sustainable Living Showcase,Social Media,2022-09-24,2024-02-28,45991.8,9710.4,1813.9,3795.454,4912.677,Iași,55+,Male
CMP520,Design Your Dream Space,Influencer Marketing,2022-08-30,2024-01-30,59474.5,30615.3,28651.8,5099.779,9506.757,Bucharest,35-44,Male
CMP521,Timeless Trends Transformation,Paid Ads,2022-09-13,2024-02-08,39137.4,33959.2,700.4,1732.946,3328.294,Timișoara,45-54,Male
CMP522,Design Your Dream Space,Social Media,2023-02-24,2024-08-06,78342.8,70261,69890.4,5398.01,13143.754,Bucharest,18-24,Male
CMP523,Timeless Trends Transformation,Paid Ads,2022-11-14,2024-04-06,68707.2,22958.5,21508.4,2448.323,5723.492,Timișoara,25-34,Male
CMP524,Comfort & Chic Challenge,Email,2022-10-29,2024-03-16,7534.4,4962.3,1161.1,8109.476,13885.651,Brașov,18-24,Male
CMP525,Style Your Home Story,Email,2022-12-06,2024-05-03,12908.1,9720.6,387.6,2693.378,7824.335,Cluj-Napoca,55+,Male
CMP526,Timeless Trends Transformation,Email,2023-05-12,2024-09-24,42809.4,32424.1,27456.7,6671.225,25413.436,Brașov,45-54,Female
CMP527,Timeless Trends Transformation,Paid Ads,2023-02-20,2024-07-26,22616.8,22608.3,4165,6478.428,10547.735,Bucharest,55+,Male
CMP528,Style Your Home Story,Influencer Marketing,2023-06-03,2024-10-26,46700.7,41655.1,21357.1,3476.109,9529.945,Timișoara,18-24,Male
CMP529,Comfort & Chic Challenge,Email,2022-12-26,2024-05-19,17552.5,12828.2,3092.3,5702.31,21730.709,Brașov,25-34,Male
CMP530,Comfort & Chic Challenge,Social Media,2022-12-01,2024-05-11,82477.2,66424.1,62622.9,1441.923,1908.369,Bucharest,55+,Male
CMP531,Furniture Refresh Revolution,Paid Ads,2023-01-08,2024-06-11,56625.3,53252.5,47618.7,7348.862,18444.915,Brașov,25-34,Female
CMP532,Sustainable Living Showcase,Paid Ads,2022-09-20,2024-02-20,39021.8,25891,7099.2,7317.225,22625.3,Iași,55+,Male
CMP533,Style Your Home Story,Influencer Marketing,2022-09-07,2024-02-03,74900.3,69200.2,20411.9,5869.624,13523.534,Cluj-Napoca,18-24,Male
CMP534,Sustainable Living Showcase,Email,2023-04-07,2024-09-18,57354.6,19764.2,7335.5,2539.477,8871.705,Iași,25-34,Male
CMP535,Timeless Trends Transformation,Social Media,2022-10-13,2024-03-17,49901.8,27264.6,20032.8,3709.281,10925.832,Iași,18-24,Male
CMP536,Sustainable Living Showcase,Email,2023-02-14,2024-06-30,66823.6,64334.8,13309.3,6843.741,27322.043,Brașov,18-24,Female
CMP537,Design Your Dream Space,Email,2023-01-17,2024-06-09,22701.8,6959.8,246.5,6796.566,17206.04,Cluj-Napoca,55+,Male
CMP538,Comfort & Chic Challenge,Influencer Marketing,2023-04-25,2024-09-29,19968.2,3634.6,623.9,5857.741,21094.11,Brașov,55+,Female
CMP539,Design Your Dream Space,Email,2022-10-07,2024-03-02,14121.9,13032.2,1059.1,1452.65,4741.504,Brașov,35-44,Male
CMP540,Style Your Home Story,Influencer Marketing,2023-02-12,2024-07-14,40735.4,33758.6,25676.8,3304.596,5525.646,Bucharest,25-34,Male
CMP541,Sustainable Living Showcase,Influencer Marketing,2023-02-26,2024-08-02,64423.2,26480.9,12326.7,7300.65,25846.324,Brașov,35-44,Male
CMP542,Timeless Trends Transformation,Influencer Marketing,2023-01-17,2024-06-02,38805.9,25347,14366.7,1150.645,1868.759,Cluj-Napoca,35-44,Male
CMP543,Sustainable Living Showcase,Email,2023-06-05,2024-10-24,5273.4,2883.2,540.6,4039.166,5957.514,Bucharest,25-34,Female
CMP544,Sustainable Living Showcase,Paid Ads,2023-01-15,2024-06-27,29654.8,21571.3,16858.9,4140.044,11753.409,Cluj-Napoca,18-24,Female
CMP545,Comfort & Chic Challenge,Paid Ads,2022-12-15,2024-04-30,12547.7,4649.5,163.2,8359.376,20068.687,Iași,35-44,Male
CMP546,Comfort & Chic Challenge,Influencer Marketing,2022-12-17,2024-05-10,61747.4,55209.2,26497.9,2341.393,4043.62,Bucharest,45-54,Male
CMP547,Design Your Dream Space,Influencer Marketing,2023-03-25,2024-08-07,68788.8,1239.3,450.5,4929.847,15710.737,Cluj-Napoca,35-44,Male
CMP548,Furniture Refresh Revolution,Email,2022-12-03,2024-05-01,52392.3,16309.8,11112.9,791.996,2002.294,Iași,35-44,Male
CMP549,Sustainable Living Showcase,Email,2023-01-16,2024-06-24,43611.8,33937.1,10312.2,1410.099,5127.047,Iași,35-44,Male
CMP550,Sustainable Living Showcase,Influencer Marketing,2023-03-11,2024-07-31,50612.4,29726.2,25549.3,2070.311,7235.37,Cluj-Napoca,55+,Male
CMP551,Furniture Refresh Revolution,Social Media,2022-11-27,2024-04-11,63491.6,16039.5,20.4,4508.842,11395.015,Brașov,25-34,Male
CMP552,Timeless Trends Transformation,Email,2022-08-28,2024-01-12,71068.5,14686.3,13205.6,4968.454,19387.871,Iași,25-34,Female
CMP553,Comfort & Chic Challenge,Paid Ads,2022-09-06,2024-01-27,27971.8,13244.7,11337.3,511.768,1013.2,Cluj-Napoca,45-54,Male
CMP554,Design Your Dream Space,Email,2022-08-30,2024-01-25,77914.4,38651.2,14138.9,6409.374,21829.037,Brașov,18-24,Female
CMP555,Design Your Dream Space,Paid Ads,2023-05-13,2024-09-30,45966.3,15864.4,4629.1,7217.18,14485.904,Brașov,55+,Female
CMP556,Comfort & Chic Challenge,Social Media,2023-01-13,2024-06-17,37534.3,16721.2,10915.7,5254.207,19690.828,Cluj-Napoca,55+,Male
CMP557,Furniture Refresh Revolution,Social Media,2022-08-23,2024-02-02,60632.2,38159.9,15507.4,4431.458,13728.503,Bucharest,55+,Female
CMP558,Timeless Trends Transformation,Paid Ads,2023-01-15,2024-06-18,78619.9,6179.5,248.2,391.612,561.578,Cluj-Napoca,25-34,Female
CMP559,Design Your Dream Space,Social Media,2022-11-18,2024-04-21,2716.6,2563.6,1258,5945.75,19770.354,Cluj-Napoca,25-34,Female
CMP560,Style Your Home Story,Paid Ads,2022-11-21,2024-04-30,7497,1157.7,804.1,2243.456,5780.935,Brașov,25-34,Male
